Source File,Left Context,Match,Right Context,Merged Context,Edited Sentence,Selected
export (21).html,"krzesło. Wysoki, postawny",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],zza stołu i stanął przed,"krzesło. Wysoki, postawny mężczyzna wyszedł zza stołu i stanął przed","krzesło. Wysoki, postawny mężczyzna wyszedł zza stołu i stanął przed",True
export (21).html,nawet nie spojrzał. Rozzłoszczony,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"wprost w kleiste gorąco,","nawet nie spojrzał. Rozzłoszczony mężczyzna wyszedł wprost w kleiste gorąco,","nawet nie spojrzał. Rozzłoszczony mężczyzna wyszedł wprost w kleiste gorąco,",True
export (21).html,"sobie, że taki właśnie",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],rano ze schroniska. Wybiegła,"sobie, że taki właśnie mężczyzna wyszedł rano ze schroniska. Wybiegła","sobie, że taki właśnie mężczyzna wyszedł rano ze schroniska. Wybiegła",True
export (21).html,sześciu takich przestępstw. Kiedy,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"z domu, zauważył dwóch","sześciu takich przestępstw. Kiedy mężczyzna wyszedł z domu, zauważył dwóch","sześciu takich przestępstw. Kiedy mężczyzna wyszedł z domu, zauważył dwóch",True
export (21).html,". Okazało się, że",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"ze swym 2,5",". Okazało się, że mężczyzna wyszedł ze swym 2,5",". Okazało się, że mężczyzna wyszedł ze swym 2,5",True
export (21).html,śmy w Wigilię. 57-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z domu 23 grudnia.,śmy w Wigilię. 57-letni mężczyzna wyszedł z domu 23 grudnia.,śmy w Wigilię. 57-letni mężczyzna wyszedł z domu 23 grudnia.,True
export (21).html,drasnęły Marka Sz. Oszołomiony,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"przed dom i zamarł,","drasnęły Marka Sz. Oszołomiony mężczyzna wyszedł przed dom i zamarł,","drasnęły Marka Sz. Oszołomiony mężczyzna wyszedł przed dom i zamarł,",True
export (21).html,. Po jakimś czasie ten,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],. Wsiadł na rower i,. Po jakimś czasie ten mężczyzna wyszedł . Wsiadł na rower i,. Po jakimś czasie ten mężczyzna wyszedł . Wsiadł na rower i,True
export (21).html,czeki na żądane kwoty i,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],", zostawiając ""nagrody""","czeki na żądane kwoty i mężczyzna wyszedł , zostawiając ""nagrody""","czeki na żądane kwoty i mężczyzna wyszedł , zostawiając ""nagrody""",True
export (21).html,zaginionego Krzysztofa Koczaja. 24-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"z domu 28 marca,","zaginionego Krzysztofa Koczaja. 24-letni mężczyzna wyszedł z domu 28 marca,","zaginionego Krzysztofa Koczaja. 24-letni mężczyzna wyszedł z domu 28 marca,",True
export (21).html,z policji. – Gdy,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"z budynku, podeszli do","z policji. – Gdy mężczyzna wyszedł z budynku, podeszli do","z policji. – Gdy mężczyzna wyszedł z budynku, podeszli do",True
export (21).html,na lekkich obrażeniach. Jeden,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"bez szwanku, jego kolega","na lekkich obrażeniach. Jeden mężczyzna wyszedł bez szwanku, jego kolega","na lekkich obrażeniach. Jeden mężczyzna wyszedł bez szwanku, jego kolega",True
export (21).html,z nią poszedł. Gdy,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"za kobietą z budynku,","z nią poszedł. Gdy mężczyzna wyszedł za kobietą z budynku,","z nią poszedł. Gdy mężczyzna wyszedł za kobietą z budynku,",True
export (21).html,nie żałując kopniaków. Napadnięty,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z tego zdarzenia z obrażeniami,nie żałując kopniaków. Napadnięty mężczyzna wyszedł z tego zdarzenia z obrażeniami,nie żałując kopniaków. Napadnięty mężczyzna wyszedł z tego zdarzenia z obrażeniami,True
export (21).html,C. Oczyszczony z zarzutów,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z aresztu. Niedługo jednak,C. Oczyszczony z zarzutów mężczyzna wyszedł z aresztu. Niedługo jednak,C. Oczyszczony z zarzutów mężczyzna wyszedł z aresztu. Niedługo jednak,True
export (21).html,SLD - po tych słowach,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z sali. - Myśmy,SLD - po tych słowach mężczyzna wyszedł z sali. - Myśmy,SLD - po tych słowach mężczyzna wyszedł z sali. - Myśmy,True
export (21).html,przydrożnym drzewie. Mimo to,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],ze zdarzenia jedynie z kilkoma,przydrożnym drzewie. Mimo to mężczyzna wyszedł ze zdarzenia jedynie z kilkoma,przydrożnym drzewie. Mimo to mężczyzna wyszedł ze zdarzenia jedynie z kilkoma,True
export (21).html,i wróci oknem. Nieodpowiedzialny,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],"przez drzwi, ale już","i wróci oknem. Nieodpowiedzialny mężczyzna wyszedł przez drzwi, ale już","i wróci oknem. Nieodpowiedzialny mężczyzna wyszedł przez drzwi, ale już",True
export (21).html,bloków w Podłężu. 49-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],na balkon jednego z mieszkań,bloków w Podłężu. 49-letni mężczyzna wyszedł na balkon jednego z mieszkań,bloków w Podłężu. 49-letni mężczyzna wyszedł na balkon jednego z mieszkań,True
export (21).html,. W środę 30 kwietnia,mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],rano do pracy w jednym,. W środę 30 kwietnia mężczyzna wyszedł rano do pracy w jednym,. W środę 30 kwietnia mężczyzna wyszedł rano do pracy w jednym,True
export (21).html,"efektu. Przypomnijmy, 75-letni",mężczyzna[mężczyzna:subst:sg:nom:m1]wyszedł[wyjść:praet:sg:m1:perf],z domu 17 września.,"efektu. Przypomnijmy, 75-letni mężczyzna wyszedł z domu 17 września.","efektu. Przypomnijmy, 75-letni mężczyzna wyszedł z domu 17 września.",True
export (22).html,zza ściany pojazdów i przyczep,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],". Miał koło pięćdziesiątki,","zza ściany pojazdów i przyczep wyszedł mężczyzna . Miał koło pięćdziesiątki,","zza ściany pojazdów i przyczep wyszedł mężczyzna . Miał koło pięćdziesiątki,",True
export (22).html,otworzyły się i na ganek,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"w czarnej, sukiennej czamarce","otworzyły się i na ganek wyszedł mężczyzna w czarnej, sukiennej czamarce","otworzyły się i na ganek wyszedł mężczyzna w czarnej, sukiennej czamarce",True
export (22).html,"domu, kiedy z bramy",wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"i nie może powiedzieć,","domu, kiedy z bramy wyszedł mężczyzna i nie może powiedzieć,","domu, kiedy z bramy wyszedł mężczyzna i nie może powiedzieć,",True
export (22).html,"większa, z bramy budynku",wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"z jasnymi, rzadkimi bokobrodami","większa, z bramy budynku wyszedł mężczyzna z jasnymi, rzadkimi bokobrodami","większa, z bramy budynku wyszedł mężczyzna z jasnymi, rzadkimi bokobrodami",True
export (22).html,poznaniem piekła. Z gabinetu,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"około czterdzieści pięć lat,","poznaniem piekła. Z gabinetu wyszedł mężczyzna około czterdzieści pięć lat,","poznaniem piekła. Z gabinetu wyszedł mężczyzna około czterdzieści pięć lat,",True
export (22).html,"Żydów ortodoksyjnych, z bramy",wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i poprosił jednego z pielgrzymów,"Żydów ortodoksyjnych, z bramy wyszedł mężczyzna i poprosił jednego z pielgrzymów","Żydów ortodoksyjnych, z bramy wyszedł mężczyzna i poprosił jednego z pielgrzymów",True
export (22).html,Z chałupy naprzeciwko naszego rowu,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Popatrzył przez chwilę na,Z chałupy naprzeciwko naszego rowu wyszedł mężczyzna . Popatrzył przez chwilę na,Z chałupy naprzeciwko naszego rowu wyszedł mężczyzna . Popatrzył przez chwilę na,True
export (22).html,nowego męża. Z chaty,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i z ogromnym szacunkiem skłonił,nowego męża. Z chaty wyszedł mężczyzna i z ogromnym szacunkiem skłonił,nowego męża. Z chaty wyszedł mężczyzna i z ogromnym szacunkiem skłonił,True
export (22).html,idącej za nimi grupy osób,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Podszedł do passata i,idącej za nimi grupy osób wyszedł mężczyzna . Podszedł do passata i,idącej za nimi grupy osób wyszedł mężczyzna . Podszedł do passata i,True
export (22).html,"minut, gdy ze starostwa",wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],i przestawił samochód na parking,"minut, gdy ze starostwa wyszedł mężczyzna i przestawił samochód na parking","minut, gdy ze starostwa wyszedł mężczyzna i przestawił samochód na parking",True
export (22).html,pracy. Pierwszy z mieszkania,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Miał uruchomić samochód i,pracy. Pierwszy z mieszkania wyszedł mężczyzna . Miał uruchomić samochód i,pracy. Pierwszy z mieszkania wyszedł mężczyzna . Miał uruchomić samochód i,True
export (22).html,. Za chwilę z lasu,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Szedł z bronią w,. Za chwilę z lasu wyszedł mężczyzna . Szedł z bronią w,. Za chwilę z lasu wyszedł mężczyzna . Szedł z bronią w,True
export (22).html,nadjechała lokomotywa. Z samochodu,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", wtedy maszyna zatrzymała się","nadjechała lokomotywa. Z samochodu wyszedł mężczyzna , wtedy maszyna zatrzymała się","nadjechała lokomotywa. Z samochodu wyszedł mężczyzna , wtedy maszyna zatrzymała się",True
export (22).html,. Z jednego z nich,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", podniósł z pola martwego",". Z jednego z nich wyszedł mężczyzna , podniósł z pola martwego",". Z jednego z nich wyszedł mężczyzna , podniósł z pola martwego",True
export (22).html,że z Biura Obsługi Klienta,wyszedł[wyjść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który pierwsze co zrobił","że z Biura Obsługi Klienta wyszedł mężczyzna , który pierwsze co zrobił","że z Biura Obsługi Klienta wyszedł mężczyzna , który pierwsze co zrobił",True
export (23).html,spowiednika z seminarium. Starszy,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],przez uchyloną furtkę i ruszył,spowiednika z seminarium. Starszy mężczyzna wszedł przez uchyloną furtkę i ruszył,spowiednika z seminarium. Starszy mężczyzna wszedł przez uchyloną furtkę i ruszył,True
export (23).html,z Warszawy. - Ten,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do mieszkania bezpośrednio przed śmiercią,z Warszawy. - Ten mężczyzna wszedł do mieszkania bezpośrednio przed śmiercią,z Warszawy. - Ten mężczyzna wszedł do mieszkania bezpośrednio przed śmiercią,True
export (23).html,"– powiedział Marek, a",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do mieszkania. Weteran jeszcze,"– powiedział Marek, a mężczyzna wszedł do mieszkania. Weteran jeszcze","– powiedział Marek, a mężczyzna wszedł do mieszkania. Weteran jeszcze",True
export (23).html,W ten właśnie dzień młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do jednej z sal na,W ten właśnie dzień młody mężczyzna wszedł do jednej z sal na,W ten właśnie dzień młody mężczyzna wszedł do jednej z sal na,True
export (23).html,"pewien starszy, bardzo elegancki",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do kamienicy przy Mokotowskiej,","pewien starszy, bardzo elegancki mężczyzna wszedł do kamienicy przy Mokotowskiej,","pewien starszy, bardzo elegancki mężczyzna wszedł do kamienicy przy Mokotowskiej,",True
export (23).html,"kiedy wysoki, dobrze zbudowany",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"na podwórko, a zaraz","kiedy wysoki, dobrze zbudowany mężczyzna wszedł na podwórko, a zaraz","kiedy wysoki, dobrze zbudowany mężczyzna wszedł na podwórko, a zaraz",True
export (23).html,"."" Wysoki, szczupły",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do pokoju, przez moment","."" Wysoki, szczupły mężczyzna wszedł do pokoju, przez moment","."" Wysoki, szczupły mężczyzna wszedł do pokoju, przez moment",True
export (23).html,ze szpitala dla nerwowo chorych,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do przedszkola i zabił pięcioletnią,ze szpitala dla nerwowo chorych mężczyzna wszedł do przedszkola i zabił pięcioletnią,ze szpitala dla nerwowo chorych mężczyzna wszedł do przedszkola i zabił pięcioletnią,True
export (23).html,"Pięćdziesięcioletni, na oko,",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],pierwszy. Witał się z,"Pięćdziesięcioletni, na oko, mężczyzna wszedł pierwszy. Witał się z","Pięćdziesięcioletni, na oko, mężczyzna wszedł pierwszy. Witał się z",True
export (23).html,"wino, i kiedy młody",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do domu, znajomy odezwał","wino, i kiedy młody mężczyzna wszedł do domu, znajomy odezwał","wino, i kiedy młody mężczyzna wszedł do domu, znajomy odezwał",True
export (23).html,"10 metrów od niego,",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na środek jezdni. Kierowca,"10 metrów od niego, mężczyzna wszedł na środek jezdni. Kierowca","10 metrów od niego, mężczyzna wszedł na środek jezdni. Kierowca",True
export (23).html,"6.50, nietrzeźwy",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"pod nadjeżdżającego opla, doznając","6.50, nietrzeźwy mężczyzna wszedł pod nadjeżdżającego opla, doznając","6.50, nietrzeźwy mężczyzna wszedł pod nadjeżdżającego opla, doznając",True
export (23).html,kradzieży. Jak ustalili funkcjonariusze,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na teren jednej z posesji,kradzieży. Jak ustalili funkcjonariusze mężczyzna wszedł na teren jednej z posesji,kradzieży. Jak ustalili funkcjonariusze mężczyzna wszedł na teren jednej z posesji,True
export (23).html,"Kiedy kobieta straciła przytomność,",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do sąsiadującego z barem mieszkania,"Kiedy kobieta straciła przytomność, mężczyzna wszedł do sąsiadującego z barem mieszkania","Kiedy kobieta straciła przytomność, mężczyzna wszedł do sąsiadującego z barem mieszkania",True
export (23).html,usta i wełnianą czapkę),mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do banku krótko przed godziną,usta i wełnianą czapkę) mężczyzna wszedł do banku krótko przed godziną,usta i wełnianą czapkę) mężczyzna wszedł do banku krótko przed godziną,True
export (23).html,"ustaleń wynika, że niezamaskowany",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do pomieszczenia kasjerki i uderzył,"ustaleń wynika, że niezamaskowany mężczyzna wszedł do pomieszczenia kasjerki i uderzył","ustaleń wynika, że niezamaskowany mężczyzna wszedł do pomieszczenia kasjerki i uderzył",True
export (23).html,"ustaleń wynika, że niezamaskowany",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do pomieszczenia kasjerki i uderzył,"ustaleń wynika, że niezamaskowany mężczyzna wszedł do pomieszczenia kasjerki i uderzył","ustaleń wynika, że niezamaskowany mężczyzna wszedł do pomieszczenia kasjerki i uderzył",True
export (23).html,"grudnia, w Aleksandrowie 30-letni",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na kładkę dla pieszych nad,"grudnia, w Aleksandrowie 30-letni mężczyzna wszedł na kładkę dla pieszych nad","grudnia, w Aleksandrowie 30-letni mężczyzna wszedł na kładkę dla pieszych nad",True
export (23).html,na wysokości ul. Kijowskiej,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na torowisko w niedozwolonym miejscu,na wysokości ul. Kijowskiej mężczyzna wszedł na torowisko w niedozwolonym miejscu,na wysokości ul. Kijowskiej mężczyzna wszedł na torowisko w niedozwolonym miejscu,True
export (23).html,Kilka minut po godzinie 16,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do placówki i obezwładnił 23-letnią,Kilka minut po godzinie 16 mężczyzna wszedł do placówki i obezwładnił 23-letnią,Kilka minut po godzinie 16 mężczyzna wszedł do placówki i obezwładnił 23-letnią,True
export (23).html,wyborczych we Wrocławiu. Nieznany,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do lokalu i zaczął sprawdzać,wyborczych we Wrocławiu. Nieznany mężczyzna wszedł do lokalu i zaczął sprawdzać,wyborczych we Wrocławiu. Nieznany mężczyzna wszedł do lokalu i zaczął sprawdzać,True
export (23).html,"dotarli do posesji, starszy",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na podwórko. Tam czekało,"dotarli do posesji, starszy mężczyzna wszedł na podwórko. Tam czekało","dotarli do posesji, starszy mężczyzna wszedł na podwórko. Tam czekało",True
export (23).html,br. Poszukiwany przez policję,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do mieszkania poszkodowanego pod pozorem,br. Poszukiwany przez policję mężczyzna wszedł do mieszkania poszkodowanego pod pozorem,br. Poszukiwany przez policję mężczyzna wszedł do mieszkania poszkodowanego pod pozorem,True
export (23).html,w niedzielę o świcie 59-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],z nożem do sąsiadów i,w niedzielę o świcie 59-letni mężczyzna wszedł z nożem do sąsiadów i,w niedzielę o świcie 59-letni mężczyzna wszedł z nożem do sąsiadów i,True
export (23).html,: dwa dni temu obcy,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do sali chorych, wypytywał",": dwa dni temu obcy mężczyzna wszedł do sali chorych, wypytywał",": dwa dni temu obcy mężczyzna wszedł do sali chorych, wypytywał",True
export (23).html,godz. 17.30,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do sklepu i próbował wyjść,godz. 17.30 mężczyzna wszedł do sklepu i próbował wyjść,godz. 17.30 mężczyzna wszedł do sklepu i próbował wyjść,True
export (23).html,Kilkanaście minut przed północą 29-letni,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na jezdnię wprost pod koła,Kilkanaście minut przed północą 29-letni mężczyzna wszedł na jezdnię wprost pod koła,Kilkanaście minut przed północą 29-letni mężczyzna wszedł na jezdnię wprost pod koła,True
export (23).html,haraczu. W miniony wtorek,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do jednego ze sklepów na,haraczu. W miniony wtorek mężczyzna wszedł do jednego ze sklepów na,haraczu. W miniony wtorek mężczyzna wszedł do jednego ze sklepów na,True
export (23).html,"ustaleń policji wynika, że",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na molo z zamiarem popełnienia,"ustaleń policji wynika, że mężczyzna wszedł na molo z zamiarem popełnienia","ustaleń policji wynika, że mężczyzna wszedł na molo z zamiarem popełnienia",True
export (23).html,sprawie sąsiedzi: ich zdaniem,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],pewnego dnia do sklepu i,sprawie sąsiedzi: ich zdaniem mężczyzna wszedł pewnego dnia do sklepu i,sprawie sąsiedzi: ich zdaniem mężczyzna wszedł pewnego dnia do sklepu i,True
export (23).html,towarzyszyły np. żeby pierwszy,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do domu w wigilijny wieczór,towarzyszyły np. żeby pierwszy mężczyzna wszedł do domu w wigilijny wieczór,towarzyszyły np. żeby pierwszy mężczyzna wszedł do domu w wigilijny wieczór,True
export (23).html,Pijany młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na jedną z posesji na,Pijany młody mężczyzna wszedł na jedną z posesji na,Pijany młody mężczyzna wszedł na jedną z posesji na,True
export (23).html,zł. 6 czerwca nieznany,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do jednego z domów w,zł. 6 czerwca nieznany mężczyzna wszedł do jednego z domów w,zł. 6 czerwca nieznany mężczyzna wszedł do jednego z domów w,True
export (23).html,40-centymetrowym nożem. - Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"przez płot, bez biletu","40-centymetrowym nożem. - Młody mężczyzna wszedł przez płot, bez biletu","40-centymetrowym nożem. - Młody mężczyzna wszedł przez płot, bez biletu",True
export (23).html,"wynika, że w Żurobicach",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na posesję swego brata i,"wynika, że w Żurobicach mężczyzna wszedł na posesję swego brata i","wynika, że w Żurobicach mężczyzna wszedł na posesję swego brata i",True
export (23).html,doszło 30 kwietnia. Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do pracowni, poprosił ekspedientkę","doszło 30 kwietnia. Młody mężczyzna wszedł do pracowni, poprosił ekspedientkę","doszło 30 kwietnia. Młody mężczyzna wszedł do pracowni, poprosił ekspedientkę",True
export (23).html,około godz. 20 młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na wieżę telekomunikacyjną w centrum,około godz. 20 młody mężczyzna wszedł na wieżę telekomunikacyjną w centrum,około godz. 20 młody mężczyzna wszedł na wieżę telekomunikacyjną w centrum,True
export (23).html,"Bystrzycy Kłodzkiej wysoki, szczupły",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do banku wyciągnął pistolet i,"Bystrzycy Kłodzkiej wysoki, szczupły mężczyzna wszedł do banku wyciągnął pistolet i","Bystrzycy Kłodzkiej wysoki, szczupły mężczyzna wszedł do banku wyciągnął pistolet i",True
export (23).html,godz. 11.00,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na skarpę przy fosie.,godz. 11.00 mężczyzna wszedł na skarpę przy fosie.,godz. 11.00 mężczyzna wszedł na skarpę przy fosie.,True
export (24).html,otworzyły się i do gabinetu,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],przeżuwający pospiesznie resztki posiłku.,otworzyły się i do gabinetu wszedł mężczyzna przeżuwający pospiesznie resztki posiłku.,otworzyły się i do gabinetu wszedł mężczyzna przeżuwający pospiesznie resztki posiłku.,True
export (24).html,go prosić. Za chwilę,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"wysoki, w polskim stroju","go prosić. Za chwilę wszedł mężczyzna wysoki, w polskim stroju","go prosić. Za chwilę wszedł mężczyzna wysoki, w polskim stroju",True
export (24).html,omieszkam dodać. Do baru,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w średnim wieku z młodszą,omieszkam dodać. Do baru wszedł mężczyzna w średnim wieku z młodszą,omieszkam dodać. Do baru wszedł mężczyzna w średnim wieku z młodszą,True
export (24).html,Tuż za nią do pomieszczenia,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który zadał cios.","Tuż za nią do pomieszczenia wszedł mężczyzna , który zadał cios.","Tuż za nią do pomieszczenia wszedł mężczyzna , który zadał cios.",True
export (24).html,"zaplanował, kiedy do holu",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],: mężczyzna w niezwykłym kapeluszu,"zaplanował, kiedy do holu wszedł mężczyzna : mężczyzna w niezwykłym kapeluszu","zaplanował, kiedy do holu wszedł mężczyzna : mężczyzna w niezwykłym kapeluszu",True
export (24).html,. Chwilę później do pokoju,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w okularach i kraciastej koszuli,. Chwilę później do pokoju wszedł mężczyzna w okularach i kraciastej koszuli,. Chwilę później do pokoju wszedł mężczyzna w okularach i kraciastej koszuli,True
export (24).html,i do komnaty prędkim krokiem,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],otulony podbitym futrem płaszczem.,i do komnaty prędkim krokiem wszedł mężczyzna otulony podbitym futrem płaszczem.,i do komnaty prędkim krokiem wszedł mężczyzna otulony podbitym futrem płaszczem.,True
export (24).html,wahaniu barmanka. Do knajpy,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],o kulach. Miał czerwoną,wahaniu barmanka. Do knajpy wszedł mężczyzna o kulach. Miał czerwoną,wahaniu barmanka. Do knajpy wszedł mężczyzna o kulach. Miał czerwoną,True
export (24).html,teraz. Kiedy na salę,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"z bandażem na szyi,","teraz. Kiedy na salę wszedł mężczyzna z bandażem na szyi,","teraz. Kiedy na salę wszedł mężczyzna z bandażem na szyi,",True
export (24).html,", kiedy w krąg światła",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w długich butach i gabardynowych,", kiedy w krąg światła wszedł mężczyzna w długich butach i gabardynowych",", kiedy w krąg światła wszedł mężczyzna w długich butach i gabardynowych",True
