,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
140,haraczu. W miniony wtorek,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do jednego ze sklepów na,haraczu. W miniony wtorek mężczyzna wszedł do jednego ze sklepów na,W miniony wtorek mężczyzna wszedł do jednego ze sklepów na osiedlu. ,"[('W', 'wtorek', 'case'), ('miniony', 'wtorek', 'amod'), ('wtorek', 'wszedł', 'obl'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('do', 'jednego', 'case'), ('jednego', 'wszedł', 'obl'), ('ze', 'sklepów', 'case'), ('sklepów', 'jednego', 'obl'), ('na', 'osiedlu', 'case'), ('osiedlu', 'sklepów', 'nmod'), ('.', 'wszedł', 'punct')]",11,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'W': 0, 'miniony': 0, 'wtorek': 2, 'mężczyzna': 0, 'wszedł': 4, 'do': 0, 'jednego': 2, 'ze': 0, 'sklepów': 2, 'na': 0, 'osiedlu': 1, '.': 0}","({mężczyzna: 0, wszedł: 4})",1.659137313857725,0,-16.527978054090674,11.0,Last Tuesday a man entered one of the shops in the estate. ,"[('Last', 'Tuesday', 'amod'), ('Tuesday', 'entered', 'npadvmod'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('one', 'entered', 'dobj'), ('of', 'one', 'prep'), ('the', 'shops', 'det'), ('shops', 'of', 'pobj'), ('in', 'shops', 'prep'), ('the', 'estate', 'det'), ('estate', 'in', 'pobj'), ('.', 'entered', 'punct')]",12,"{'Last': 0, 'Tuesday': 1, 'a': 0, 'man': 1, 'entered': 4, 'one': 1, 'of': 1, 'the': 0, 'shops': 2, 'in': 1, 'estate': 1, '.': 0}","{'entered': 4, 'man': 1}",{'man': 1},0.3530616916470628,0,0.7896881866291303,1
141,"ustaleń policji wynika, że",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na molo z zamiarem popełnienia,"ustaleń policji wynika, że mężczyzna wszedł na molo z zamiarem popełnienia",Mężczyzna wszedł na molo z zamiarem popełnienia samobójstwa.,"[('Mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('na', 'molo', 'case'), ('molo', 'wszedł', 'obl'), ('z', 'zamiarem', 'case'), ('zamiarem', 'molo', 'nmod'), ('popełnienia', 'zamiarem', 'nmod:arg'), ('samobójstwa', 'popełnienia', 'obj'), ('.', 'wszedł', 'punct')]",8,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Mężczyzna': 0, 'wszedł': 3, 'na': 0, 'molo': 2, 'z': 0, 'zamiarem': 2, 'popełnienia': 1, 'samobójstwa': 0, '.': 0}","({mężczyzna: None, wszedł: 3})",1.0311638628147692,4,-14.47929126384014,5.0,A man entered the pier intending to commit suicide.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'pier', 'det'), ('pier', 'entered', 'dobj'), ('intending', 'pier', 'acl'), ('to', 'commit', 'aux'), ('commit', 'intending', 'xcomp'), ('suicide', 'commit', 'dobj'), ('.', 'entered', 'punct')]",9,"{'A': 0, 'man': 1, 'entered': 3, 'the': 0, 'pier': 2, 'intending': 1, 'to': 0, 'commit': 2, 'suicide': 0, '.': 0}","{'entered': 3, 'man': 1}",{'man': 1},0.3741003156532896,0,0.0804393088429556,1
142,sprawie sąsiedzi: ich zdaniem,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],pewnego dnia do sklepu i,sprawie sąsiedzi: ich zdaniem mężczyzna wszedł pewnego dnia do sklepu i,"Przesłuchani w sprawie sąsiedzi twierdzą, że mężczyzna wszedł do sklepu i ukradł towar.","[('Przesłuchani', 'twierdzą', 'nsubj'), ('w', 'sąsiedzi', 'case'), ('sprawie', 'w', 'fixed'), ('sąsiedzi', 'Przesłuchani', 'obl:arg'), ('twierdzą', 'twierdzą', 'ROOT'), (',', 'wszedł', 'punct'), ('że', 'wszedł', 'mark'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'twierdzą', 'ccomp'), ('do', 'sklepu', 'case'), ('sklepu', 'wszedł', 'obl'), ('i', 'ukradł', 'cc'), ('ukradł', 'twierdzą', 'conj'), ('towar', 'ukradł', 'obj'), ('.', 'twierdzą', 'punct')]",13,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Przesłuchani': 1, 'w': 1, 'sprawie': 0, 'sąsiedzi': 1, 'twierdzą': 4, ',': 0, 'że': 0, 'mężczyzna': 0, 'wszedł': 4, 'do': 0, 'sklepu': 1, 'i': 0, 'ukradł': 2, 'towar': 0, '.': 0}","({mężczyzna: 0, wszedł: 4})",1.863733871898948,3,7.677124155275038,10.0,Neighbors interviewed in the case claim that the man entered the store and stole merchandise.,"[('Neighbors', 'interviewed', 'nsubj'), ('interviewed', 'interviewed', 'ROOT'), ('in', 'interviewed', 'prep'), ('the', 'case', 'det'), ('case', 'in', 'pobj'), ('claim', 'interviewed', 'dobj'), ('that', 'entered', 'mark'), ('the', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'claim', 'ccomp'), ('the', 'store', 'det'), ('store', 'entered', 'dobj'), ('and', 'entered', 'cc'), ('stole', 'entered', 'conj'), ('merchandise', 'stole', 'dobj'), ('.', 'interviewed', 'punct')]",15,"{'Neighbors': 0, 'interviewed': 4, 'in': 1, 'the': 0, 'case': 1, 'claim': 1, 'that': 0, 'man': 1, 'entered': 5, 'store': 1, 'and': 0, 'stole': 1, 'merchandise': 0, '.': 0}","{'entered': 5, 'interviewed': 4, 'man': 1}",{'man': 1},2.068455248604164,4,0.0123285586102468,1
143,Pijany młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na jedną z posesji na,Pijany młody mężczyzna wszedł na jedną z posesji na,Pijany młody mężczyzna wszedł na jedną z posesji na osiedlu.,"[('Pijany', 'mężczyzna', 'amod'), ('młody', 'mężczyzna', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('na', 'jedną', 'case'), ('jedną', 'wszedł', 'obl:arg'), ('z', 'posesji', 'case'), ('posesji', 'jedną', 'obl'), ('na', 'osiedlu', 'case'), ('osiedlu', 'jedną', 'obl'), ('.', 'wszedł', 'punct')]",10,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Pijany': 0, 'młody': 0, 'mężczyzna': 2, 'wszedł': 3, 'na': 0, 'jedną': 3, 'z': 0, 'posesji': 1, 'osiedlu': 1, '.': 0}","({mężczyzna: 2, wszedł: 3})",1.059139469896464,4,-56.90963275196359,6.0,A drunk young man entered one of the properties on the estate.,"[('A', 'man', 'det'), ('drunk', 'man', 'amod'), ('young', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('one', 'entered', 'dobj'), ('of', 'one', 'prep'), ('the', 'properties', 'det'), ('properties', 'of', 'pobj'), ('on', 'properties', 'prep'), ('the', 'estate', 'det'), ('estate', 'on', 'pobj'), ('.', 'entered', 'punct')]",12,"{'A': 0, 'drunk': 0, 'young': 0, 'man': 3, 'entered': 3, 'one': 1, 'of': 1, 'the': 0, 'properties': 2, 'on': 1, 'estate': 1, '.': 0}","{'entered': 3, 'man': 3}",{'man': 3},0.5565306730363807,0,1.5302186048135022,1
144,zł. 6 czerwca nieznany,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],do jednego z domów w,zł. 6 czerwca nieznany mężczyzna wszedł do jednego z domów w,6 czerwca nieznany mężczyzna wszedł do jednego z domów w Konstancinie.,"[('6', 'wszedł', 'obl'), ('czerwca', '6', 'nmod:flat'), ('nieznany', 'mężczyzna', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('do', 'jednego', 'case'), ('jednego', 'wszedł', 'obl:arg'), ('z', 'domów', 'case'), ('domów', 'jednego', 'obl'), ('w', 'Konstancinie', 'case'), ('Konstancinie', 'domów', 'nmod'), ('.', 'wszedł', 'punct')]",11,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'6': 1, 'czerwca': 0, 'nieznany': 0, 'mężczyzna': 1, 'wszedł': 4, 'do': 0, 'jednego': 2, 'z': 0, 'domów': 2, 'w': 0, 'Konstancinie': 1, '.': 0}","({mężczyzna: 1, wszedł: 4})",1.6157578887592776,0,-173.50244073404758,7.0,"On June 6, an unknown man entered one of the houses in Konstancin.","[('On', 'entered', 'prep'), ('June', 'On', 'pobj'), ('6', 'June', 'nummod'), (',', 'entered', 'punct'), ('an', 'man', 'det'), ('unknown', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('one', 'entered', 'dobj'), ('of', 'one', 'prep'), ('the', 'houses', 'det'), ('houses', 'of', 'pobj'), ('in', 'entered', 'prep'), ('Konstancin', 'in', 'pobj'), ('.', 'entered', 'punct')]",13,"{'On': 1, 'June': 1, '6': 0, ',': 0, 'an': 0, 'unknown': 0, 'man': 2, 'entered': 6, 'one': 1, 'of': 1, 'the': 0, 'houses': 1, 'in': 1, 'Konstancin': 0, '.': 0}","{'entered': 6, 'man': 2}",{'man': 2},1.6917199630112276,4,0.1292559600233225,1
145,40-centymetrowym nożem. - Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"przez płot, bez biletu","40-centymetrowym nożem. - Młody mężczyzna wszedł przez płot, bez biletu","Młody mężczyzna wszedł przez płot, bez biletu. ","[('Młody', 'mężczyzna', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('przez', 'płot', 'case'), ('płot', 'wszedł', 'obl'), (',', 'biletu', 'punct'), ('bez', 'biletu', 'case'), ('biletu', 'wszedł', 'obl'), ('.', 'wszedł', 'punct')]",7,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Młody': 0, 'mężczyzna': 1, 'wszedł': 4, 'przez': 0, 'płot': 1, ',': 0, 'bez': 0, 'biletu': 2, '.': 0}","({mężczyzna: 1, wszedł: 4})",0.9824436559414548,4,-2.521404645702423,9.0,A young man entered over the fence without a ticket. ,"[('A', 'man', 'det'), ('young', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('over', 'entered', 'prep'), ('the', 'fence', 'det'), ('fence', 'over', 'pobj'), ('without', 'entered', 'prep'), ('a', 'ticket', 'det'), ('ticket', 'without', 'pobj'), ('.', 'entered', 'punct')]",10,"{'A': 0, 'young': 0, 'man': 2, 'entered': 4, 'over': 1, 'the': 0, 'fence': 1, 'without': 1, 'a': 0, 'ticket': 1, '.': 0}","{'entered': 4, 'man': 2}",{'man': 2},0.5161465413928272,0,-0.1066688953081378,1
146,"wynika, że w Żurobicach",mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na posesję swego brata i,"wynika, że w Żurobicach mężczyzna wszedł na posesję swego brata i","Z ustaleń wynika, że w Żurobicach mężczyzna wszedł na posesję swego brata i rozpoczął kłótnię. ","[('Z', 'ustaleń', 'case'), ('ustaleń', 'wynika', 'obl:arg'), ('wynika', 'wynika', 'ROOT'), (',', 'wszedł', 'punct'), ('że', 'wszedł', 'mark'), ('w', 'Żurobicach', 'case'), ('Żurobicach', 'wszedł', 'obl'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wynika', 'csubj'), ('na', 'posesję', 'case'), ('posesję', 'wszedł', 'obl:arg'), ('swego', 'brata', 'det:poss'), ('brata', 'posesję', 'nmod'), ('i', 'rozpoczął', 'cc'), ('rozpoczął', 'wszedł', 'conj'), ('kłótnię', 'rozpoczął', 'obj'), ('.', 'wynika', 'punct')]",15,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Z': 0, 'ustaleń': 1, 'wynika': 3, ',': 0, 'że': 0, 'w': 0, 'Żurobicach': 1, 'mężczyzna': 0, 'wszedł': 6, 'na': 0, 'posesję': 2, 'swego': 0, 'brata': 1, 'i': 0, 'rozpoczął': 2, 'kłótnię': 0, '.': 0}","({mężczyzna: 0, wszedł: 6})",1.921091665142139,3,-14244.541111146942,6.0,"According to the findings, in urobice a man entered his brother's property and started an argument. ","[('According', 'entered', 'prep'), ('to', 'According', 'prep'), ('the', 'findings', 'det'), ('findings', 'to', 'pobj'), (',', 'entered', 'punct'), ('in', 'entered', 'prep'), ('Żurobice', 'in', 'pobj'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('his', 'property', 'poss'), ('brother&#39;s', 'property', 'compound'), ('property', 'entered', 'dobj'), ('and', 'entered', 'cc'), ('started', 'entered', 'conj'), ('an', 'argument', 'det'), ('argument', 'started', 'dobj'), ('.', 'entered', 'punct')]",16,"{'According': 1, 'to': 1, 'the': 0, 'findings': 1, ',': 0, 'in': 1, 'Żurobice': 0, 'a': 0, 'man': 1, 'entered': 8, 'his': 0, 'brother&#39;s': 0, 'property': 2, 'and': 0, 'started': 1, 'an': 0, 'argument': 1, '.': 0}","{'entered': 8, 'man': 1, 'started': 1}",{'man': 1},0.9948245204872618,3,2.100520202046555,1
147,doszło 30 kwietnia. Młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],"do pracowni, poprosił ekspedientkę","doszło 30 kwietnia. Młody mężczyzna wszedł do pracowni, poprosił ekspedientkę","Młody mężczyzna wszedł do pracowni, poprosił ekspedientkę o poradę.","[('Młody', 'mężczyzna', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('do', 'pracowni', 'case'), ('pracowni', 'wszedł', 'obl'), (',', 'poprosił', 'punct'), ('poprosił', 'wszedł', 'conj'), ('ekspedientkę', 'poprosił', 'obj'), ('o', 'poradę', 'case'), ('poradę', 'poprosił', 'obl:arg'), ('.', 'wszedł', 'punct')]",9,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Młody': 0, 'mężczyzna': 1, 'wszedł': 4, 'do': 0, 'pracowni': 1, ',': 0, 'poprosił': 3, 'ekspedientkę': 0, 'o': 0, 'poradę': 1, '.': 0}","({mężczyzna: 1, wszedł: 4})",1.1082076304962176,4,-13.678714811884555,4.0,A young man entered the studio and asked the saleswoman for advice.,"[('A', 'man', 'det'), ('young', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'studio', 'det'), ('studio', 'entered', 'dobj'), ('and', 'entered', 'cc'), ('asked', 'entered', 'conj'), ('the', 'saleswoman', 'det'), ('saleswoman', 'asked', 'dobj'), ('for', 'asked', 'prep'), ('advice', 'for', 'pobj'), ('.', 'entered', 'punct')]",12,"{'A': 0, 'young': 0, 'man': 2, 'entered': 5, 'the': 0, 'studio': 1, 'and': 0, 'asked': 2, 'saleswoman': 1, 'for': 1, 'advice': 0, '.': 0}","{'entered': 5, 'man': 2}",{'man': 2},0.5878562227973456,0,0.0107250904272078,1
148,około godz. 20 młody,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na wieżę telekomunikacyjną w centrum,około godz. 20 młody mężczyzna wszedł na wieżę telekomunikacyjną w centrum,Około godz. 20 młody mężczyzna wszedł na wieżę telekomunikacyjną w centrum.,"[('Około', 'godz', 'case'), ('godz', 'wszedł', 'obl'), ('.', 'godz', 'punct'), ('20', 'godz', 'amod'), ('młody', 'mężczyzna', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('na', 'wieżę', 'case'), ('wieżę', 'wszedł', 'obl'), ('telekomunikacyjną', 'wieżę', 'amod'), ('w', 'centrum', 'case'), ('centrum', 'wszedł', 'obl'), ('.', 'wszedł', 'punct')]",11,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'Około': 0, 'godz': 3, '.': 0, '20': 0, 'młody': 0, 'mężczyzna': 1, 'wszedł': 5, 'na': 0, 'wieżę': 2, 'telekomunikacyjną': 0, 'w': 0, 'centrum': 1}","({mężczyzna: 1, wszedł: 5})",1.1173986258288269,4,-17.145638774905397,10.0,At around 8 p.m. a young man climbed a telecommunications tower in the city center.,"[('At', 'climbed', 'prep'), ('around', '8', 'quantmod'), ('8', 'p.m.', 'nummod'), ('p.m.', 'At', 'pobj'), ('a', 'man', 'det'), ('young', 'man', 'amod'), ('man', 'climbed', 'nsubj'), ('climbed', 'climbed', 'ROOT'), ('a', 'tower', 'det'), ('telecommunications', 'tower', 'compound'), ('tower', 'climbed', 'dobj'), ('in', 'tower', 'prep'), ('the', 'center', 'det'), ('city', 'center', 'compound'), ('center', 'in', 'pobj'), ('.', 'climbed', 'punct')]",15,"{'At': 1, 'around': 0, '8': 1, 'p.m.': 1, 'a': 0, 'young': 0, 'man': 2, 'climbed': 4, 'telecommunications': 0, 'tower': 3, 'in': 1, 'the': 0, 'city': 0, 'center': 2, '.': 0}","{'climbed': 4, 'man': 2}",{'man': 2},0.2772852550214085,2,0.0056909112323573,1
149,godz. 11.00,mężczyzna[mężczyzna:subst:sg:nom:m1]wszedł[wejść:praet:sg:m1:perf],na skarpę przy fosie.,godz. 11.00 mężczyzna wszedł na skarpę przy fosie.,O godz. 11.00 mężczyzna wszedł na skarpę przy fosie.,"[('O', 'godz', 'case'), ('godz', 'wszedł', 'obl'), ('.', 'godz', 'punct'), ('11', 'godz', 'amod'), ('.', 'godz', 'amod'), ('00', 'godz', 'amod'), ('mężczyzna', 'wszedł', 'nsubj'), ('wszedł', 'wszedł', 'ROOT'), ('na', 'skarpę', 'case'), ('skarpę', 'wszedł', 'obl'), ('przy', 'fosie', 'case'), ('fosie', 'skarpę', 'nmod'), ('.', 'wszedł', 'punct')]",9,"('mężczyzna', 'wszedł')","('[mężczyzna:subst:sg:nom:m1]', '[wejść:praet:sg:m1:perf]')","{'O': 0, 'godz': 5, '.': 0, '11': 0, '00': 0, 'mężczyzna': 0, 'wszedł': 4, 'na': 0, 'skarpę': 2, 'przy': 0, 'fosie': 1}","({mężczyzna: 0, wszedł: 4})",0.7457994452689098,2,-14.152695929205022,6.0,At 11:00 a.m. a man climbed the escarpment near the moat.,"[('At', 'climbed', 'prep'), ('11:00', 'a.m.', 'nummod'), ('a.m.', 'At', 'pobj'), ('a', 'man', 'det'), ('man', 'climbed', 'nsubj'), ('climbed', 'climbed', 'ROOT'), ('the', 'escarpment', 'det'), ('escarpment', 'climbed', 'dobj'), ('near', 'escarpment', 'prep'), ('the', 'moat', 'det'), ('moat', 'near', 'pobj'), ('.', 'climbed', 'punct')]",11,"{'At': 1, '11:00': 0, 'a.m.': 1, 'a': 0, 'man': 1, 'climbed': 4, 'the': 0, 'escarpment': 2, 'near': 1, 'moat': 1, '.': 0}","{'climbed': 4, 'man': 1}",{'man': 1},0.0275526355446527,2,0.6547413153734505,1
150,otworzyły się i do gabinetu,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],przeżuwający pospiesznie resztki posiłku.,otworzyły się i do gabinetu wszedł mężczyzna przeżuwający pospiesznie resztki posiłku.,Otworzyły się i do gabinetu wszedł mężczyzna przeżuwający pospiesznie resztki posiłku.,"[('Otworzyły', 'Otworzyły', 'ROOT'), ('się', 'Otworzyły', 'expl:pv'), ('i', 'wszedł', 'cc'), ('do', 'gabinetu', 'case'), ('gabinetu', 'wszedł', 'obl'), ('wszedł', 'Otworzyły', 'conj'), ('mężczyzna', 'wszedł', 'nsubj'), ('przeżuwający', 'mężczyzna', 'acl'), ('pospiesznie', 'przeżuwający', 'obj'), ('resztki', 'pospiesznie', 'obj'), ('posiłku', 'resztki', 'nmod:arg'), ('.', 'Otworzyły', 'punct')]",11,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Otworzyły': 3, 'się': 0, 'i': 0, 'do': 0, 'gabinetu': 1, 'wszedł': 3, 'mężczyzna': 1, 'przeżuwający': 1, 'pospiesznie': 1, 'resztki': 1, 'posiłku': 0, '.': 0}","({wszedł: 3, mężczyzna: 1})",1.0608520008896885,4,-11355.983041806468,5.0,"It opened and a man entered the office, quickly chewing the remains of his meal.","[('It', 'opened', 'nsubj'), ('opened', 'opened', 'ROOT'), ('and', 'opened', 'cc'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'opened', 'conj'), ('the', 'office', 'det'), ('office', 'entered', 'dobj'), (',', 'entered', 'punct'), ('quickly', 'chewing', 'advmod'), ('chewing', 'entered', 'advcl'), ('the', 'remains', 'det'), ('remains', 'chewing', 'dobj'), ('of', 'remains', 'prep'), ('his', 'meal', 'poss'), ('meal', 'of', 'pobj'), ('.', 'entered', 'punct')]",15,"{'It': 0, 'opened': 3, 'and': 0, 'a': 0, 'man': 1, 'entered': 5, 'the': 0, 'office': 1, ',': 0, 'quickly': 0, 'chewing': 2, 'remains': 2, 'of': 1, 'his': 0, 'meal': 1, '.': 0}","{'entered': 5, 'man': 1, 'opened': 3}",{'man': 1},0.1069650879929155,2,-0.5714823256305841,1
151,go prosić. Za chwilę,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"wysoki, w polskim stroju","go prosić. Za chwilę wszedł mężczyzna wysoki, w polskim stroju","Za chwilę wszedł mężczyzna wysoki, w polskim stroju.","[('Za', 'chwilę', 'case'), ('chwilę', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('wysoki', 'mężczyzna', 'amod'), (',', 'stroju', 'punct'), ('w', 'stroju', 'case'), ('polskim', 'stroju', 'amod'), ('stroju', 'mężczyzna', 'nmod'), ('.', 'wszedł', 'punct')]",8,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Za': 0, 'chwilę': 1, 'wszedł': 3, 'mężczyzna': 2, 'wysoki': 0, ',': 0, 'w': 0, 'polskim': 0, 'stroju': 3, '.': 0}","({wszedł: 3, mężczyzna: 2})",0.1716803311604595,1,30.8163658636696,11.0,A moment later a tall man in Polish clothing entered.,"[('A', 'moment', 'det'), ('moment', 'later', 'npadvmod'), ('later', 'entered', 'advmod'), ('a', 'man', 'det'), ('tall', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('in', 'man', 'prep'), ('Polish', 'clothing', 'amod'), ('clothing', 'in', 'pobj'), ('entered', 'entered', 'ROOT'), ('.', 'entered', 'punct')]",10,"{'A': 0, 'moment': 1, 'later': 1, 'a': 0, 'tall': 0, 'man': 3, 'in': 1, 'Polish': 0, 'clothing': 1, 'entered': 3, '.': 0}","{'entered': 3, 'man': 3}",{'man': 3},0.7253151863135234,3,0.778412500125261,7
152,omieszkam dodać. Do baru,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w średnim wieku z młodszą,omieszkam dodać. Do baru wszedł mężczyzna w średnim wieku z młodszą,Do baru wszedł mężczyzna w średnim wieku z młodszą kobietą. ,"[('Do', 'baru', 'case'), ('baru', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'wieku', 'case'), ('średnim', 'wieku', 'amod'), ('wieku', 'mężczyzna', 'nmod'), ('z', 'kobietą', 'case'), ('młodszą', 'kobietą', 'amod'), ('kobietą', 'wieku', 'nmod'), ('.', 'wszedł', 'punct')]",10,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'baru': 1, 'wszedł': 3, 'mężczyzna': 1, 'w': 0, 'średnim': 0, 'wieku': 3, 'z': 0, 'młodszą': 0, 'kobietą': 2, '.': 0}","({wszedł: 3, mężczyzna: 1})",1.0641470139714004,4,-806.1648150043699,11.0,A middle-aged man entered the bar with a younger woman. ,"[('A', 'man', 'det'), ('middle', 'aged', 'amod'), ('-', 'aged', 'punct'), ('aged', 'man', 'amod'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'bar', 'det'), ('bar', 'entered', 'dobj'), ('with', 'entered', 'prep'), ('a', 'woman', 'det'), ('younger', 'woman', 'amod'), ('woman', 'with', 'pobj'), ('.', 'entered', 'punct')]",10,"{'A': 0, 'middle': 0, '-': 0, 'aged': 2, 'man': 2, 'entered': 4, 'the': 0, 'bar': 1, 'with': 1, 'a': 0, 'younger': 0, 'woman': 2, '.': 0}","{'entered': 4, 'man': 2, 'woman': 2}","{'man': 2, 'woman': 2}",0.5804437597759511,0,-0.0107925805313606,1
153,Tuż za nią do pomieszczenia,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],", który zadał cios.","Tuż za nią do pomieszczenia wszedł mężczyzna , który zadał cios.","Tuż za nią do pomieszczenia wszedł mężczyzna, który zadał cios.","[('Tuż', 'nią', 'advmod:emph'), ('za', 'nią', 'case'), ('nią', 'wszedł', 'obl:arg'), ('do', 'pomieszczenia', 'case'), ('pomieszczenia', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), (',', 'zadał', 'punct'), ('który', 'zadał', 'nsubj'), ('zadał', 'mężczyzna', 'acl:relcl'), ('cios', 'zadał', 'obj'), ('.', 'wszedł', 'punct')]",10,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Tuż': 0, 'za': 0, 'nią': 2, 'do': 0, 'pomieszczenia': 1, 'wszedł': 4, 'mężczyzna': 1, ',': 0, 'który': 0, 'zadał': 3, 'cios': 0, '.': 0}","({wszedł: 4, mężczyzna: 1})",1.425562905619901,0,-46.24464831869987,5.0,"Just behind her, the man who struck the blow entered the room.","[('Just', 'behind', 'advmod'), ('behind', 'entered', 'prep'), ('her', 'behind', 'pobj'), (',', 'entered', 'punct'), ('the', 'man', 'det'), ('man', 'entered', 'nsubj'), ('who', 'struck', 'nsubj'), ('struck', 'man', 'relcl'), ('the', 'blow', 'det'), ('blow', 'struck', 'dobj'), ('entered', 'entered', 'ROOT'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",12,"{'Just': 0, 'behind': 2, 'her': 0, ',': 0, 'the': 0, 'man': 2, 'who': 0, 'struck': 2, 'blow': 1, 'entered': 5, 'room': 1, '.': 0}","{'entered': 5, 'man': 2}",{'man': 2},0.6964129111887245,0,0.000616749132694,1
